ticket_id,created_at,updated_at,customer_id,assigned_agent_id,category_id,priority,status,subject,description,resolution_notes,sla_hours,first_response_at,resolved_at,closed_at,sla_breached,escalated,escalation_reason,satisfaction_score
TKT-00055,2026-05-27T07:31:05,2026-05-29T11:40:20,CUST-015,AGT-008,CAT-010,P4,Closed,Customer data export producing duplicate records for multi-contract customers,The weekly customer data extract sent to the marketing platform is producing duplicate customer records. The issue appears to affect only customers with more than one active contract. The marketing operations team has paused campaign sends pending resolution to avoid duplicate outreach.,"The deduplication logic in the export query was joining on customer_id without filtering to the primary contract record, producing one row per contract. Added a filter on contract_rank = 1 using the existing contract priority field. Test export confirmed zero duplicates. Marketing team notified and campaign sends resumed.",72,2026-05-27T08:48:08,2026-05-27T23:35:23,2026-05-29T11:40:20,False,False,,4
TKT-00056,2026-06-29T08:29:05,2026-06-29T09:27:26,CUST-013,AGT-007,CAT-010,P4,Open,Daily sales dashboard showing yesterday's data — not refreshed,The daily sales dashboard in the BI platform has not refreshed this morning and is still displaying data from yesterday. The dashboard is used by the sales leadership team during the morning stand-up and the stale data is causing confusion around actual performance figures.,,72,,,,False,False,,
TKT-00057,2026-06-30T12:03:12,2026-07-01T05:21:24,CUST-017,AGT-007,CAT-009,P4,Pending Customer,Document management system not indexing new uploads,Files uploaded to the document management system over the past 48 hours are not appearing in search results. The uploads themselves complete without error but the search index is not being updated. All documents uploaded prior to the issue remain searchable.,,72,2026-06-30T14:20:49,,,False,False,,
TKT-00058,2026-06-28T08:18:28,2026-06-29T03:40:30,CUST-007,AGT-004,CAT-012,P2,In Progress,Account locked out after return from leave — urgent client call in 45 minutes,"Account locked out after multiple failed login attempts on returning from annual leave. Unable to access email, VPN, or any corporate systems. A client call is scheduled in 45 minutes that requires access to CRM and the shared presentation drive. Urgent assistance needed.",,8,2026-06-28T08:29:29,,,True,False,,
TKT-00059,2026-03-22T16:58:07,2026-03-23T12:49:15,CUST-010,AGT-004,CAT-012,P3,Resolved,Account locked out after return from leave — urgent client call in 45 minutes,"Account locked out after multiple failed login attempts on returning from annual leave. Unable to access email, VPN, or any corporate systems. A client call is scheduled in 45 minutes that requires access to CRM and the shared presentation drive. Urgent assistance needed.",Identity verified via security questions and confirmed with line manager by phone. Account unlocked and temporary password issued via secure channel. MFA re-enrolled on the user device. Access to all required systems confirmed. User able to attend client call without disruption.,24,2026-03-22T18:56:49,2026-03-23T12:14:13,,False,False,,
TKT-00060,2026-06-10T14:15:29,2026-06-11T05:17:45,CUST-014,AGT-002,CAT-012,P4,In Progress,SSO authentication failure for project management tool,Receiving an SSO authentication error when attempting to access the corporate project management tool via the internal SSO portal. Error message states SAML assertion validation failed. All other SSO-enabled applications are working correctly. The issue affects multiple users.,,72,2026-06-10T14:54:38,,,True,False,,
TKT-00061,2026-06-30T11:59:50,2026-06-30T12:44:45,CUST-005,AGT-001,CAT-012,P4,Open,Self-service password reset email not received after address change,A password reset was initiated via the self-service portal but the verification email has not been received after 30 minutes. Spam and junk folders have been checked. Note that the account email address was updated last month when moving to a new personal address.,,72,,,,False,False,,
TKT-00062,2026-06-20T07:09:28,2026-06-21T02:31:50,CUST-019,AGT-008,CAT-013,P4,In Progress,Shared customer service mailbox inaccessible to new team member,A new customer service team member is unable to open the shared team mailbox from their Outlook client. The mailbox appears correctly in the address book but attempting to open it returns a permissions error. Other team members can access the mailbox without issue.,,72,2026-06-20T08:13:18,,,True,False,,
TKT-00063,2026-06-17T10:54:49,2026-06-17T23:17:15,CUST-011,AGT-008,CAT-009,P4,Pending Customer,Finance application crashes when generating month-end reports,The finance application is crashing with an unhandled exception error whenever users attempt to generate month-end summary reports. The error log shows System.OutOfMemoryException in the report_generator.dll module. This is blocking the monthly close process and the finance team cannot complete period-end activities.,,72,2026-06-17T11:56:10,,,True,False,,
TKT-00064,2026-03-01T12:52:41,2026-03-07T04:09:54,CUST-013,AGT-002,CAT-014,P3,Closed,New starter requires security clearance badge and building access,A new team member starting next week requires a building access badge for the main office and the secure data centre floor. Security clearance documentation has been submitted to HR. Badge should be ready for collection from reception on the first morning.,"Building access badge created and programmed with access to the main office floors. Data centre floor access requires secondary approval from the Head of Infrastructure, which has been requested. Badge for main office available at reception from Monday morning.",24,2026-03-01T15:46:33,2026-03-04T22:57:56,2026-03-07T04:09:54,True,False,,1
TKT-00065,2026-06-21T10:41:09,2026-06-21T19:24:46,CUST-004,AGT-005,CAT-013,P3,In Progress,Email signature rendering incorrectly on iOS devices,The corporate email signature is displaying correctly in Outlook on desktop and web but is rendering incorrectly on the iPhone Mail app. Embedded images are not displaying and the HTML formatting is broken. This is presenting unprofessionally to clients who receive replies from mobile.,,24,2026-06-21T13:03:08,,,True,False,,
TKT-00066,2026-01-27T07:54:43,2026-01-30T21:48:39,CUST-013,AGT-004,CAT-012,P3,Closed,Self-service password reset email not received after address change,A password reset was initiated via the self-service portal but the verification email has not been received after 30 minutes. Spam and junk folders have been checked. Note that the account email address was updated last month when moving to a new personal address.,Password reset emails were being directed to the previous email address still registered on the account. Account profile corrected with the current email address. Verification email resent and password reset completed. User reminded to verify profile details after future changes.,24,2026-01-27T09:49:46,2026-01-27T19:42:34,2026-01-30T21:48:39,False,False,,4
TKT-00067,2026-02-15T09:40:45,2026-02-15T22:35:12,CUST-010,AGT-009,CAT-008,P4,Resolved,File server access degraded during business hours across all locations,"Users across all office locations are experiencing slow file server access, particularly when opening or saving Microsoft Office documents on the shared drives. The problem appears only during business hours. Out-of-hours testing shows normal performance.",Two automated backup jobs had been inadvertently rescheduled to run during business hours and were consuming up to 800Mbps of file server link bandwidth. Both jobs rescheduled to run between 11pm and 4am. File server performance confirmed normal the following business day.,72,2026-02-15T10:15:41,2026-02-15T21:56:17,,False,False,,
TKT-00068,2026-06-04T10:33:26,2026-06-07T16:40:01,CUST-012,AGT-011,CAT-006,P3,Resolved,Keyboard unresponsive — multiple keys affected,"Several keys on the laptop keyboard are unresponsive or require excessive force to register a keypress. Affected keys include E, R, and the spacebar. The issue has worsened progressively over the past two weeks and is significantly impacting data entry tasks.",Hardware inspection confirmed physical damage to the keyboard membrane. Replacement keyboard unit sourced and installed. All keys confirmed functional following replacement.,24,2026-06-04T11:09:00,2026-06-07T15:25:39,,True,False,,
TKT-00069,2026-04-06T10:00:57,2026-04-09T10:18:00,CUST-019,AGT-010,CAT-008,P2,Closed,Warehouse management system scan response degraded across all terminals,The warehouse management system is running extremely slowly across all scanning terminals in the facility. Individual scan operations are taking 8-10 seconds instead of the near-instant response expected. The slowdown is directly impacting dispatch targets and warehouse throughput.,"Application server diagnostic revealed a log file that had grown to 180GB on the primary data volume, causing severe disk I/O contention. Log file archived to secondary storage and disk space cleared. WMS response times returned to normal within minutes. Log rotation policy applied.",8,2026-04-06T12:04:51,2026-04-07T03:44:37,2026-04-09T10:18:00,True,False,,3
TKT-00070,2026-05-06T12:24:54,2026-05-07T03:39:26,CUST-009,AGT-008,CAT-010,P3,Resolved,Daily sales dashboard showing yesterday's data — not refreshed,The daily sales dashboard in the BI platform has not refreshed this morning and is still displaying data from yesterday. The dashboard is used by the sales leadership team during the morning stand-up and the stale data is causing confusion around actual performance figures.,"The scheduled refresh job failed silently after the overnight data warehouse maintenance window overran by 40 minutes, causing the job OAuth connection token to expire mid-run. Token refreshed, job re-triggered manually, and the schedule adjusted to start 2 hours after the maintenance window end time.",24,2026-05-06T13:12:10,2026-05-07T01:40:18,,False,False,,
TKT-00071,2026-06-19T08:03:58,2026-06-19T15:56:18,CUST-013,AGT-008,CAT-009,P3,In Progress,CRM email integration not saving attachments to customer records,Inbound emails received on the shared CRM mailbox are being correctly logged as interactions but attachments are not being saved to the associated customer records. Issue began after the CRM upgrade deployed last Tuesday. Emails without attachments are processing correctly.,,24,2026-06-19T10:24:56,,,True,False,,
TKT-00072,2026-03-09T07:43:48,2026-03-12T08:36:08,CUST-008,AGT-006,CAT-013,P3,Closed,Inbound emails from supplier domain not being received,Emails from the organisation primary supplier are not arriving in any recipient inbox. The supplier has confirmed the emails are being sent and no bounce notifications are being returned. The issue has been occurring for approximately two days. All other external email traffic is operating normally.,The sending domain had recently migrated to new mail server IP addresses which were listed on the Spamhaus blocklist. A temporary bypass whitelist entry applied for the supplier domain to immediately restore mail flow. Delisting request submitted to Spamhaus.,24,2026-03-09T10:26:59,2026-03-09T16:31:12,2026-03-12T08:36:08,False,False,,4
TKT-00073,2026-06-26T09:50:34,2026-06-26T17:56:19,CUST-003,AGT-003,CAT-012,P4,Pending Customer,MFA prompt looping — cannot complete login despite correct credentials,"Correct credentials entered at login prompt but the MFA challenge loop repeats indefinitely without granting access. The Microsoft Authenticator app is showing and approving the prompts, but the system continues to re-challenge. Issue began this morning after a browser update.",,72,2026-06-26T11:23:52,,,True,False,,
TKT-00074,2026-06-30T11:55:21,2026-06-30T12:08:05,CUST-016,AGT-010,CAT-007,P4,Open,VPN connection dropping every 30 minutes,"VPN connection is dropping approximately every 30 minutes and requires manual reconnection each time. The issue is causing significant disruption during remote work, particularly during active video calls and while accessing cloud-based business systems. Issue started this morning with no changes made on the user end.",,72,,,,False,False,,
TKT-00075,2026-06-14T07:00:16,2026-06-15T02:08:58,CUST-013,AGT-001,CAT-015,P4,In Progress,Request for second monitor for home office setup,Working remotely three days per week and would like to request a second external monitor for the home office setup. Line manager has provided verbal approval. Requesting information on the available options and the process for requesting peripherals for remote work.,,72,2026-06-14T08:10:24,,,True,False,,
TKT-00076,2026-01-11T13:06:43,2026-01-17T19:43:56,CUST-013,AGT-009,CAT-008,P4,Closed,File server access degraded during business hours across all locations,"Users across all office locations are experiencing slow file server access, particularly when opening or saving Microsoft Office documents on the shared drives. The problem appears only during business hours. Out-of-hours testing shows normal performance.",Two automated backup jobs had been inadvertently rescheduled to run during business hours and were consuming up to 800Mbps of file server link bandwidth. Both jobs rescheduled to run between 11pm and 4am. File server performance confirmed normal the following business day.,72,2026-01-11T13:17:04,2026-01-13T04:12:24,2026-01-17T19:43:56,False,False,,4
TKT-00077,2026-05-05T09:02:19,2026-05-08T20:02:25,CUST-015,AGT-010,CAT-006,P4,Closed,Laptop display flickering intermittently,Laptop screen has been flickering randomly throughout the day. The issue began after a recent Windows update and is affecting productivity significantly. Flickering occurs every 5-10 minutes and sometimes the screen goes completely black for a few seconds before recovering.,Rolled back the display driver to the previous stable version and updated BIOS firmware. Screen flickering resolved. Advised user to monitor for 48 hours and raise a new ticket if the issue recurs.,72,2026-05-05T09:25:13,2026-05-06T02:40:33,2026-05-08T20:02:25,False,False,,5
TKT-00078,2026-06-15T11:09:56,2026-06-16T04:27:32,CUST-018,AGT-004,CAT-012,P3,In Progress,Account locked out after return from leave — urgent client call in 45 minutes,"Account locked out after multiple failed login attempts on returning from annual leave. Unable to access email, VPN, or any corporate systems. A client call is scheduled in 45 minutes that requires access to CRM and the shared presentation drive. Urgent assistance needed.",,24,2026-06-15T13:40:59,,,True,False,,
TKT-00079,2026-04-23T07:54:23,2026-04-25T20:31:20,CUST-009,AGT-001,CAT-014,P1,Closed,Accounts not provisioned two days after start date,"Two days into a new role and access to core business systems has not been provisioned. Email is working but the ERP system, BI platform, and internal project portal are all inaccessible. Inability to access these systems is preventing meaningful contribution to the team.","Identified that the onboarding request form had been submitted without the required role selection step completed, causing automated provisioning to hold pending clarification. Role requirements confirmed with the line manager. ERP, BI platform, and project portal access provisioned and confirmed working.",2,2026-04-23T08:23:15,2026-04-23T08:42:30,2026-04-25T20:31:20,False,False,,3
TKT-00080,2026-05-23T12:40:38,2026-05-23T15:42:41,CUST-015,AGT-005,CAT-013,P2,Resolved,Inbound emails from supplier domain not being received,Emails from the organisation primary supplier are not arriving in any recipient inbox. The supplier has confirmed the emails are being sent and no bounce notifications are being returned. The issue has been occurring for approximately two days. All other external email traffic is operating normally.,The sending domain had recently migrated to new mail server IP addresses which were listed on the Spamhaus blocklist. A temporary bypass whitelist entry applied for the supplier domain to immediately restore mail flow. Delisting request submitted to Spamhaus.,8,2026-05-23T15:03:32,2026-05-23T14:34:56,,False,False,,
TKT-00081,2026-05-20T12:09:50,2026-05-24T10:22:33,CUST-018,AGT-011,CAT-007,P3,Closed,VPN connection dropping every 30 minutes,"VPN connection is dropping approximately every 30 minutes and requires manual reconnection each time. The issue is causing significant disruption during remote work, particularly during active video calls and while accessing cloud-based business systems. Issue started this morning with no changes made on the user end.",Identified an MTU mismatch between the VPN client configuration and the gateway setting. Updated the MTU value on the affected client profiles from 1500 to 1400. VPN sessions have remained stable through a 4-hour monitoring period post-fix.,24,2026-05-20T13:04:04,2026-05-21T08:21:15,2026-05-24T10:22:33,False,False,,5
TKT-00082,2026-04-25T08:50:15,2026-04-28T00:50:36,CUST-001,AGT-011,CAT-007,P2,Closed,Intermittent Wi-Fi drops in Level 2 meeting rooms during peak hours,Multiple users and teams are experiencing intermittent Wi-Fi disconnections in Level 2 meeting rooms MR-201 through MR-205. The issue is most severe between 9am and 12pm and appears to correlate directly with room occupancy. Client-facing meetings are being disrupted.,Access point AP-L2-04 was operating at 100% channel utilisation during peak hours. Deployed a second access point for load balancing and adjusted channel allocation across the floor to minimise co-channel interference. Connection stability confirmed via monitoring over the following two business days.,8,2026-04-25T08:58:59,2026-04-25T10:44:50,2026-04-28T00:50:36,False,False,,3
TKT-00083,2026-03-28T12:39:02,2026-04-03T00:52:45,CUST-015,AGT-011,CAT-006,P4,Closed,Level 3 shared printer offline — not processing print jobs,The shared network printer on Level 3 has gone offline and is not processing any queued print jobs. The printer display shows no error messages but the network activity LED is not lit. Approximately 20 users on the floor are affected.,Printer had lost its DHCP-assigned IP address following a network switch reboot. Assigned a static IP reservation and updated the printer network configuration. Print queue cleared and printing confirmed operational for all affected users.,72,2026-03-28T13:37:31,2026-03-29T01:01:13,2026-04-03T00:52:45,False,False,,5
TKT-00084,2026-01-16T12:04:57,2026-01-21T19:22:15,CUST-004,AGT-005,CAT-010,P3,Closed,Customer data export producing duplicate records for multi-contract customers,The weekly customer data extract sent to the marketing platform is producing duplicate customer records. The issue appears to affect only customers with more than one active contract. The marketing operations team has paused campaign sends pending resolution to avoid duplicate outreach.,"The deduplication logic in the export query was joining on customer_id without filtering to the primary contract record, producing one row per contract. Added a filter on contract_rank = 1 using the existing contract priority field. Test export confirmed zero duplicates. Marketing team notified and campaign sends resumed.",24,2026-01-16T13:56:47,2026-01-18T08:03:48,2026-01-21T19:22:15,True,False,,3
TKT-00085,2026-04-09T09:44:07,2026-04-11T10:09:04,CUST-020,AGT-006,CAT-009,P3,Resolved,Payroll export failing validation — preventing weekly submission,The weekly payroll export to the payroll provider is failing at the validation step before transmission. The error message references an invalid format in the tax file number field for three specific employee records. The payroll export has not been submitted successfully this week and payroll processing is at risk.,Three employee records had tax file number fields containing leading spaces introduced during a bulk data import. Records corrected directly in the database after confirming with HR. Re-ran the export validation. Export completed successfully and transmitted to the payroll provider.,24,2026-04-09T11:08:41,2026-04-11T09:14:39,,True,False,,
TKT-00086,2026-05-03T09:16:23,2026-05-04T16:39:05,CUST-004,AGT-006,CAT-010,P2,Closed,Power BI report failing to refresh — on-premises gateway timeout,The Power BI report used for weekly operations review is failing with a gateway timeout error during the scheduled 6am refresh. The report was last refreshing successfully three days ago. No changes have been made to the report definition or the underlying data source connection.,The on-premises data gateway Windows service had stopped unexpectedly following an automated Windows Update reboot over the weekend. Service restarted and configured for automatic start on boot. Power BI refresh confirmed successful. Gateway health monitoring alert added.,8,2026-05-03T09:34:03,2026-05-03T10:59:42,2026-05-04T16:39:05,False,False,,5
TKT-00087,2026-01-08T07:26:22,2026-01-11T16:24:01,CUST-018,AGT-008,CAT-013,P2,Closed,Inbound emails from supplier domain not being received,Emails from the organisation primary supplier are not arriving in any recipient inbox. The supplier has confirmed the emails are being sent and no bounce notifications are being returned. The issue has been occurring for approximately two days. All other external email traffic is operating normally.,The sending domain had recently migrated to new mail server IP addresses which were listed on the Spamhaus blocklist. A temporary bypass whitelist entry applied for the supplier domain to immediately restore mail flow. Delisting request submitted to Spamhaus.,8,2026-01-08T10:20:52,2026-01-08T10:36:31,2026-01-11T16:24:01,False,False,,3
TKT-00088,2026-06-23T09:35:23,2026-06-24T06:43:40,CUST-008,AGT-001,CAT-012,P4,In Progress,Self-service password reset email not received after address change,A password reset was initiated via the self-service portal but the verification email has not been received after 30 minutes. Spam and junk folders have been checked. Note that the account email address was updated last month when moving to a new personal address.,,72,2026-06-23T11:21:16,,,True,False,,
TKT-00089,2026-03-06T16:53:44,2026-03-07T02:21:58,CUST-020,AGT-007,CAT-013,P3,Resolved,Inbound emails from supplier domain not being received,Emails from the organisation primary supplier are not arriving in any recipient inbox. The supplier has confirmed the emails are being sent and no bounce notifications are being returned. The issue has been occurring for approximately two days. All other external email traffic is operating normally.,The sending domain had recently migrated to new mail server IP addresses which were listed on the Spamhaus blocklist. A temporary bypass whitelist entry applied for the supplier domain to immediately restore mail flow. Delisting request submitted to Spamhaus.,24,2026-03-06T17:31:07,2026-03-07T01:41:11,,False,False,,
TKT-00090,2026-04-17T11:09:47,2026-04-20T14:26:51,CUST-005,AGT-011,CAT-006,P3,Closed,Laptop display flickering intermittently,Laptop screen has been flickering randomly throughout the day. The issue began after a recent Windows update and is affecting productivity significantly. Flickering occurs every 5-10 minutes and sometimes the screen goes completely black for a few seconds before recovering.,Rolled back the display driver to the previous stable version and updated BIOS firmware. Screen flickering resolved. Advised user to monitor for 48 hours and raise a new ticket if the issue recurs.,24,2026-04-17T11:31:44,2026-04-17T21:04:59,2026-04-20T14:26:51,False,False,,3
TKT-00091,2026-03-18T11:10:48,2026-03-22T14:39:42,CUST-011,AGT-005,CAT-009,P4,Closed,Finance application crashes when generating month-end reports,The finance application is crashing with an unhandled exception error whenever users attempt to generate month-end summary reports. The error log shows System.OutOfMemoryException in the report_generator.dll module. This is blocking the monthly close process and the finance team cannot complete period-end activities.,"Application vendor confirmed a memory leak introduced in version 4.2.1 affecting report generation for datasets exceeding 500,000 rows. Patch 4.2.1-HF2 applied to the production environment. Month-end reports now generating successfully.",72,2026-03-18T12:04:08,2026-03-19T22:27:26,2026-03-22T14:39:42,False,False,,4
TKT-00092,2026-06-10T10:43:43,2026-06-11T03:37:00,CUST-004,AGT-004,CAT-012,P2,Resolved,MFA prompt looping — cannot complete login despite correct credentials,"Correct credentials entered at login prompt but the MFA challenge loop repeats indefinitely without granting access. The Microsoft Authenticator app is showing and approving the prompts, but the system continues to re-challenge. Issue began this morning after a browser update.",Browser cookie store contained a corrupted session token from a previous failed authentication attempt. Clearing browser cookies and cache resolved the issue. Login completed successfully on the first attempt post-clear. IT communications issued to other potentially affected users.,8,2026-06-10T12:45:47,2026-06-11T03:36:05,,True,False,,
TKT-00093,2026-06-15T10:31:47,2026-06-15T23:47:10,CUST-007,AGT-008,CAT-009,P4,In Progress,Customer portal returning 503 Service Unavailable to all external users,All customers are receiving a 503 Service Unavailable error when attempting to log in to the self-service portal. The error has been occurring since approximately 2pm and is affecting every customer login attempt. Internal access to back-end systems is unaffected.,,72,2026-06-15T11:00:15,,,True,False,,
TKT-00094,2026-02-04T11:04:25,2026-02-05T02:25:26,CUST-018,AGT-011,CAT-008,P4,Resolved,CRM application load times increased from 3 seconds to over 45 seconds,"The CRM system is taking between 45 and 60 seconds to load individual customer records, compared to the usual 3-5 seconds. The slowdown started this morning and is affecting the entire sales team simultaneously. Report generation is also timing out before completing.",Database query analysis revealed a missing index on the customer_interactions table following a schema migration deployed overnight. Index created and query plan cache flushed. CRM load times confirmed back to the 3-5 second range within 20 minutes of the fix.,72,2026-02-04T12:26:19,2026-02-05T01:47:52,,False,False,,
TKT-00095,2026-06-22T10:20:10,2026-06-23T06:57:33,CUST-013,AGT-008,CAT-010,P4,In Progress,Customer data export producing duplicate records for multi-contract customers,The weekly customer data extract sent to the marketing platform is producing duplicate customer records. The issue appears to affect only customers with more than one active contract. The marketing operations team has paused campaign sends pending resolution to avoid duplicate outreach.,,72,2026-06-22T10:41:30,,,True,False,,
TKT-00096,2026-06-16T10:55:19,2026-06-16T17:04:17,CUST-019,AGT-011,CAT-008,P3,Resolved,Warehouse management system scan response degraded across all terminals,The warehouse management system is running extremely slowly across all scanning terminals in the facility. Individual scan operations are taking 8-10 seconds instead of the near-instant response expected. The slowdown is directly impacting dispatch targets and warehouse throughput.,"Application server diagnostic revealed a log file that had grown to 180GB on the primary data volume, causing severe disk I/O contention. Log file archived to secondary storage and disk space cleared. WMS response times returned to normal within minutes. Log rotation policy applied.",24,2026-06-16T11:39:52,2026-06-16T15:48:18,,False,False,,
TKT-00097,2026-04-28T09:52:09,2026-04-30T04:33:01,CUST-007,AGT-002,CAT-011,P4,Resolved,New finance team member requires ERP access before Monday start date,A new team member joining the finance department on Monday requires access to the accounts payable and general ledger modules in the ERP system. Manager approval has been provided via email and is attached. Access must be provisioned and tested before their first day.,ERP roles Finance_AP_User and Finance_GL_ReadOnly provisioned and linked to the new user account. Access tested in the staging environment and confirmed working. User account active from Monday 8am. Onboarding guide sent to the new starter personal email.,72,2026-04-28T10:23:37,2026-04-30T03:01:48,,False,False,,
TKT-00098,2026-06-18T07:29:48,2026-06-19T09:08:17,CUST-006,AGT-004,CAT-012,P4,In Progress,MFA prompt looping — cannot complete login despite correct credentials,"Correct credentials entered at login prompt but the MFA challenge loop repeats indefinitely without granting access. The Microsoft Authenticator app is showing and approving the prompts, but the system continues to re-challenge. Issue began this morning after a browser update.",,72,2026-06-18T09:27:40,,,True,False,,
TKT-00099,2026-06-16T08:17:37,2026-06-17T13:42:48,CUST-011,AGT-005,CAT-009,P2,Closed,CRM email integration not saving attachments to customer records,Inbound emails received on the shared CRM mailbox are being correctly logged as interactions but attachments are not being saved to the associated customer records. Issue began after the CRM upgrade deployed last Tuesday. Emails without attachments are processing correctly.,Vendor confirmed a defect in the CRM 5.1.0 email integration module where file attachments exceeding 2MB in size are silently dropped during processing. Hotfix 5.1.0-P3 deployed to production. Attachment processing confirmed working for all tested file sizes.,8,2026-06-16T09:51:53,2026-06-16T12:01:27,2026-06-17T13:42:48,False,False,,5
TKT-00100,2026-06-29T11:29:37,2026-06-29T11:59:21,CUST-003,AGT-011,CAT-007,P3,Open,VPN connection dropping every 30 minutes,"VPN connection is dropping approximately every 30 minutes and requires manual reconnection each time. The issue is causing significant disruption during remote work, particularly during active video calls and while accessing cloud-based business systems. Issue started this morning with no changes made on the user end.",,24,,,,True,False,,
TKT-00101,2026-04-04T11:06:51,2026-04-07T10:39:07,CUST-007,AGT-007,CAT-013,P3,Closed,Inbound emails from supplier domain not being received,Emails from the organisation primary supplier are not arriving in any recipient inbox. The supplier has confirmed the emails are being sent and no bounce notifications are being returned. The issue has been occurring for approximately two days. All other external email traffic is operating normally.,The sending domain had recently migrated to new mail server IP addresses which were listed on the Spamhaus blocklist. A temporary bypass whitelist entry applied for the supplier domain to immediately restore mail flow. Delisting request submitted to Spamhaus.,24,2026-04-04T12:40:38,2026-04-04T18:52:34,2026-04-07T10:39:07,False,False,,4
TKT-00102,2026-06-18T11:24:26,2026-06-19T02:48:01,CUST-006,AGT-003,CAT-011,P3,Pending Customer,User requires read-only database access for audit review,The internal audit team requires temporary read-only access to the production database for a scheduled compliance review. Access is required for two auditors for 10 business days. CISO approval is attached. Access should be automatically removed at the end of the review period.,,24,2026-06-18T11:39:32,,,True,False,,
TKT-00103,2026-02-27T09:42:58,2026-02-27T16:40:13,CUST-011,AGT-006,CAT-009,P2,Resolved,CRM email integration not saving attachments to customer records,Inbound emails received on the shared CRM mailbox are being correctly logged as interactions but attachments are not being saved to the associated customer records. Issue began after the CRM upgrade deployed last Tuesday. Emails without attachments are processing correctly.,Vendor confirmed a defect in the CRM 5.1.0 email integration module where file attachments exceeding 2MB in size are silently dropped during processing. Hotfix 5.1.0-P3 deployed to production. Attachment processing confirmed working for all tested file sizes.,8,2026-02-27T10:03:08,2026-02-27T16:02:59,,False,False,,
TKT-00104,2026-06-16T14:05:19,2026-06-17T12:26:30,CUST-013,AGT-004,CAT-012,P2,In Progress,Self-service password reset email not received after address change,A password reset was initiated via the self-service portal but the verification email has not been received after 30 minutes. Spam and junk folders have been checked. Note that the account email address was updated last month when moving to a new personal address.,,8,2026-06-16T16:32:48,,,True,False,,
TKT-00105,2026-03-01T10:19:11,2026-03-01T13:03:48,CUST-017,AGT-002,CAT-012,P2,Resolved,Self-service password reset email not received after address change,A password reset was initiated via the self-service portal but the verification email has not been received after 30 minutes. Spam and junk folders have been checked. Note that the account email address was updated last month when moving to a new personal address.,Password reset emails were being directed to the previous email address still registered on the account. Account profile corrected with the current email address. Verification email resent and password reset completed. User reminded to verify profile details after future changes.,8,2026-03-01T13:10:04,2026-03-01T12:47:18,,False,False,,
TKT-00106,2026-06-29T10:47:56,2026-06-29T11:41:08,CUST-004,AGT-011,CAT-007,P3,Open,Intermittent Wi-Fi drops in Level 2 meeting rooms during peak hours,Multiple users and teams are experiencing intermittent Wi-Fi disconnections in Level 2 meeting rooms MR-201 through MR-205. The issue is most severe between 9am and 12pm and appears to correlate directly with room occupancy. Client-facing meetings are being disrupted.,,24,,,,True,False,,
TKT-00107,2026-05-30T12:51:57,2026-06-05T01:30:49,CUST-020,AGT-002,CAT-012,P3,Closed,SSO authentication failure for project management tool,Receiving an SSO authentication error when attempting to access the corporate project management tool via the internal SSO portal. Error message states SAML assertion validation failed. All other SSO-enabled applications are working correctly. The issue affects multiple users.,The SAML signing certificate for the project management application integration had expired. New certificate generated and uploaded to the service provider. IdP metadata updated with the new certificate fingerprint. SSO login confirmed working for all affected users within 20 minutes.,24,2026-05-30T13:05:33,2026-05-31T04:33:17,2026-06-05T01:30:49,False,False,,4
TKT-00108,2026-06-26T07:51:50,2026-06-27T07:45:42,CUST-015,AGT-004,CAT-012,P3,In Progress,MFA authenticator app inaccessible after phone replacement,Mobile phone was replaced and the Microsoft Authenticator app data was not transferred to the new device. MFA challenges cannot be completed and login to all corporate systems is blocked. Old phone is available but the SIM card has been transferred to the new device.,,24,2026-06-26T09:01:50,,,True,False,,
TKT-00109,2026-02-09T07:10:52,2026-02-11T04:02:41,CUST-015,AGT-002,CAT-015,P4,Resolved,How to configure VPN on a personal device for international travel,Travelling internationally next month for a conference and would like to configure VPN access on a personal laptop as a backup in case the corporate device has issues. Unsure whether this is permitted under IT policy and how to proceed if it is.,Confirmed that personal device VPN access is permitted under the BYOD policy for employees with a signed BYOD agreement on file. User has a current signed agreement. VPN client installer link and configuration guide sent. User confirmed successful installation and VPN connection test.,72,2026-02-09T07:40:56,2026-02-11T02:17:47,,False,False,,
TKT-00110,2026-06-20T10:07:18,2026-06-21T08:44:24,CUST-004,AGT-001,CAT-011,P3,In Progress,Cannot access marketing shared drive after internal team transfer,"Following a transfer from the Operations team to Marketing, the shared marketing drive is no longer accessible. Access to the Operations shared drive has also been removed. Marketing shared drive access is required immediately to begin the new role.",,24,2026-06-20T11:00:45,,,True,False,,
TKT-00111,2026-01-16T12:59:01,2026-01-17T20:30:24,CUST-014,AGT-010,CAT-007,P2,Closed,VPN connection dropping every 30 minutes,"VPN connection is dropping approximately every 30 minutes and requires manual reconnection each time. The issue is causing significant disruption during remote work, particularly during active video calls and while accessing cloud-based business systems. Issue started this morning with no changes made on the user end.",Identified an MTU mismatch between the VPN client configuration and the gateway setting. Updated the MTU value on the affected client profiles from 1500 to 1400. VPN sessions have remained stable through a 4-hour monitoring period post-fix.,8,2026-01-16T14:13:59,2026-01-16T16:20:46,2026-01-17T20:30:24,False,False,,4
